word,pinyin,derivation,常用
攻苦食俭,gōng kǔ shí jiǎn,明·王世贞《觚不觚录》余举进士，不能攻苦食俭。,0
攻其不备,gōng qí bù bèi,《孙子·计篇》攻其无备，出其不意。,0
攻其无备,gōng qí wú bèi,《孙子·计篇》攻其无备，出其不意。,0
攻守同盟,gōng shǒu tóng méng,清·曾朴《孽海花》第十八回可惜后来伊藤博文到津，何太真受了北洋之命，与彼立了攻守同盟的条约，我恐朝鲜将来有事，中、日两国，必然难免争端吧。,0
攻无不克,gōng wú bù kè,《战国策·秦策二》是知秦战未尝不胜，攻未尝不取，所当未尝不破也。,0
攻瑕索垢,gōng xiá suǒ gòu,清·王晫《今世说·规箴》吾侪本相好，攻瑕索垢，当猛鸷如寇雠，毋留纤尘，为后人口实。,0
攻瑕指失,gōng xiá zhǐ shī,清·顾炎武《与友人书》今此旧编，有尘清览。知我者当为攻瑕指失，俾得刊改以遗诸后人。,0
攻心扼吭,gōng xīn è kēng,清·魏源《圣武纪》卷一先取山海关，则关外诸城唾手可得，此攻心扼吭之法也。,0
攻心为上,gōng xīn wèi shàng,《三国志·蜀志·马谡传》每引见谈论，自昼达夜。裴松之注引《襄阳记》用兵之道，攻心为上，攻城为下。心战为上，兵战为下。,0
供不应求,gōng bù yìng qiú,巴金《忆觉醒与活动》当时在成都新的书报很受欢迎，常常供不应求。,0
供过于求,gōng guò yú qiú,无,0
宫车晏驾,gōng chē yàn jià,《史记·范睢蔡泽列传》宫车一日晏驾，是事之不可知者一也。,0
宫邻金虎,gōng lín jīn hǔ,汉·应劭《汉官仪》不制之臣，相与比周，比周者宫邻金虎。宫邻金虎，言小人在位，比周相进，与君为邻。,0
恭而有礼,gōng ér yǒu lǐ,《论语·颜渊》君子敬而无失，与人恭而有礼。,0
恭逢其盛,gōng féng qí shèng,唐·王勃《滕王阁饯别序》童子何知，躬逢胜饯。明·许三阶《节侠记·二十五·诬激》这是卿等调燮之功，使朕恭逢其盛。,0
恭贺新禧,gōng hè xīn xǐ,罗广斌、杨益言《红岩》第一章街道两旁的高楼大厦……全都张灯结彩，高悬着‘庆祝元旦’、‘恭贺新禧’之类的大字装饰。,0
恭敬桑梓,gōng jìng sāng zǐ,《诗经·小雅·小弁》维桑与梓，必恭敬之。,0
恭默守静,gōng mò shǒu jìng,《三国志·蜀书·刘巴传》又自以归付非素，惧见猜嫌，恭默守静，退无私交，非公事不言。,0
恭行天罚,gōng xíng tiān fá,《尚书·甘誓》今予惟恭行天之罚。,0
躬蹈矢石,gōng dǎo shǐ shí,三国·魏·曹操《褒扬泰山太守吕虔令》卿在郡以来，擒奸讨暴，百姓获安，躬蹈矢石，年征辄克。,0
躬逢其盛,gōng féng qí shèng,唐·王勃《滕王阁序》童子何知，躬逢胜饯。,0
躬耕乐道,gōng gēng lè dào,《三国志·魏书·袁张涼国田王邴管传》[胡]昭乃转居浑山中，躬耕乐道，以以经籍自娱。,0
躬擐甲胄,gōng huàn jiǎ zhòu,《左传·成公十三年》文公（晋文公）躬擐甲胄，跋履山川，逾越险阻，征东之诸侯。,0
躬冒矢石,gōng mào shǐ shí,明·张居正《辽东大捷辞恩疏》诚以摧锋陷城躬冒矢石，本诸将士之力，固非坐而指画者所可同也。,0
躬体力行,gōng tǐ lì xíng,郭沫若《文化人当前的急务》……，更应该以身作则，躬体力行，加倍的奋勉，然后才能够完成自己的任务。,0
躬先士卒,gōng xiān shì zú,唐·张说《为河内郡王武懿宗平冀州贼契丹等露布》誓将首冒锋刀，躬先士卒，上假神兵之威，下定鬼方之罪。,0
躬行节俭,gōng xíng jié jiǎn,《汉书·霍光传》师受《诗》、《论语》、《孝经》、躬行节俭，慈仁爱人。,0
躬行实践,gōng xíng shí jiàn,无,0
躬自菲薄,gōng zì fěi bó,《文选·张衡〈东京赋〉》文（汉文帝）又躬自菲薄，治致升平之德。薛综注躬自菲薄，谓俭约。,0
龚行天罚,gōng xíng tiān fá,东汉·班固《汉书·叙传下》皇矣汉祖，龚行天罚，赫赫明明。,0
觥筹交错,gōng chóu jiāo cuò,宋·欧阳修《醉翁亭记》射者中，奕者胜，觥筹交错，坐起而喧哗者，众宾欢也。,0
拱肩缩背,gǒng jān suō bèi,清·曹雪芹《红楼梦》第五十一回只有他穿着那几件旧皮裳，越发显的拱户缩背，好不可怜见的！,0
拱手而降,gǒng shòu ér xiáng,元·无名氏《聚兽牌》第一折斩汉将汤浇瑞雪，放心杀敌兵拱手而降。,0
拱手让人,gǒng shǒu ràng rén,蔡东藩、许廑父《民国通俗演义》第四十一回明知众寡不敌，守不住这个青岛，但若拱手让人，殊不甘心。,0
拱手听命,gǒng shǒu tīng mìng,《明史·陈九畴传》边臣怵利害，拱手听命，致内属番人勾连接引，以至于今。,0
拱揖指挥,gǒng yī zhǐ huī,无,0
拱揖指麾,gǒng yī zhǐ huī,无,0
拱挹指麾,gǒng yì zhǐ huī,无,0
共贯同条,gòng guàn tóng tiáo,清·王夫之《石崖先生传略》涕笑皆神之所行，逡巡皆气之所应，固可于此得吾兄……共贯同条之精爽。,0
共商国是,gòng shāng guó shì,无,0
共挽鹿车,gòng wǎn lù chē,《后汉书·鲍宣妻传》妻乃悉归侍御服饰，更著短布裳，与宣共挽鹿车归乡里。,0
共为唇齿,gòng wéi chún chǐ,《三国志·蜀书·邓芝传》蜀有重险之固，吴有三江之阻，合此二长，共为唇齿，进可并兼天下，退可鼎足而立。,0
共枝别干,gòng zhī bié gàn,清·李汝珍《镜花缘》第五十二回他们所注之书，或所见不同，各有所取；或师资相传，共枝别干。,0
贡禹弹冠,gòng yǔ tán guān,《汉书·王吉传》吉与贡禹为友，世称‘王阳在位，贡公弹冠’。言其取舍同也。,0
勾魂摄魄,gōu hún shè pò,无,0
勾心斗角,gōu xīn dòu jiǎo,唐·杜牧《阿房宫赋》各报地势，钩心斗角。,0
沟满壕平,gōu mǎn háo píng,清·文康《儿女英雄传》第十四回见他们一个个蹲在地下，吃了个狼餐虎咽，沟满壕平。,0
沟满濠平,gōu mǎn háo píng,清·文康《儿女英雄传》第14回见他们一个个蹲在地下，吃了个狼餐虎咽，沟满壕平。,0
钩金舆羽,gōu jīn yú yǔ,《孟子·告子下》金重于羽者，岂谓一钩金与一舆羽之谓哉。,0
钩深极奥,gōu shēn jí ào,汉·蔡邕《玄文先生李子材铭》休少以好学，游心典谟，既综七经，又精群纬，钩深极奥，穷览圣旨。,0
钩深索隐,gōu shēn suǒ yǐn,《周易·系辞上》探赜索隐，钩深致远。,0
钩深图远,gōu shēn tú yuǎn,《后汉书·文苑传上·杜笃》是时孝武因其余财府帑这蓄，始有钩深图远之意，探冒顿之罪，校平城之雠。,0
钩深致远,gōu shēn zhì yuǎn,《周易·系辞上》探赜索隐，钩深致远。,0
钩心斗角,gōu xīn dòu jiǎo,唐·杜牧《阿房宫赋》各报地势，钩心斗角。,0
钩玄猎秘,gōu xuán liè mì,清·陈田《明诗纪事戊签·江晖》景孚为文，钩玄猎秘，杂以古文奇字。,0
钩玄提要,gōu xuán tí yào,唐·韩愈《进学解》记事者必提其要，纂言者必钩其玄。,0
钩元提要,gōu yuán tí yào,唐·韩愈《进学解》记事者必提其要，纂言者必钩其玄。,0
钩元摘秘,gōu yuán zhāi mì,郑观应《盛世危言·藏书》或钩元摘秘，著古今未有之奇书。,0
钩章棘句,gōu zhāng jí jù,唐·韩愈《贞曜先生墓志铭》钩章棘句，掐擢胃肾。,0
钩辀格磔,gōu zhōu gé zhé,唐·李群玉《九子坡闻鹧鸪》诗正穿诘曲崎岖路，更听钩辀硌磔声。,0
钩爪锯牙,gōu zhǎo jù yá,《淮南子·本经训》凤皇不下，句爪、居牙、戴角、出距之兽于是鸷矣。,0
篝火狐鸣,gōu huǒ hú míng,《史记·陈涉世家》又间令吴广之次所旁丛祠中，夜篝火，狐鸣呼曰‘大楚兴，陈胜王。’,0
狗傍人势,gǒu bàng rén shì,清·蒋士铨《一片石·访墓》我把你这狗傍人势的奴才，我是服张天师管的，你那个老头儿，又不是道纪司，我怕他怎的。,0
狗逮老鼠,gǒu dǎi lǎo shǔ,柳青《狠透铁》五你狗逮老鼠多管那闲事做啥？,0
狗党狐朋,gǒu dǎng hú péng,元·乔吉《金钱记》第一折我是个诗坛酒社文章士，不比那狗党狐朋恶少年。,0
狗党狐群,gǒu dǎng hú qún,明·元心子《金雀记·投崖》差杀你狗党狐群，我怎肯丧志污红粉。,0
狗盗鸡鸣,gǒu dào jī míng,金·元好问《示怀祖》诗狗盗鸡鸣皆有用，鹤长凫短果如何？,0
狗盗鸡啼,gǒu dào jī tí,明·陆采《明珠记·江会》函关脱离，又何须狗盗鸡啼？,0
狗盗鼠窃,gǒu dào shǔ qiè,汉·荀悦《汉纪·惠帝纪》今明主在于上，法令具于下，安得有反贼乎？此真狗盗鼠窃耳！,0
狗颠屁股,gǒu diān pì gu,《红楼梦》第六一回春燕说荤的不好，另叫你炒个面筯儿，少搁油才好，你忙着就说自己发昏，赶着洗手炒了，狗颠屁股儿似的，亲自捧了去。,0
狗恶酒酸,gǒu è jiǔ suān,汉·韩婴《韩诗外传》卷七人有市酒而甚美者，置表甚长，然至酒酸而不售。问里人其故？里人曰‘公之狗甚猛，而人有持器而欲往者，狗辄迎而齧之，是以酒酸不售也。’,0
狗吠不惊,gǒu fèi bù jīng,《后汉书·岑熙传》（熙）迁魏郡太守，……视事二年，舆人歌之曰‘我有枳棘，岑君伐之；有蟊贼，岑君遏之；狗吠不惊，足下生氂。’,0
狗吠非主,gǒu fèi fēi zhǔ,《战国策·齐策六》跖之狗吠尧，非贵跖而践尧也，狗固吠其主也。,0
狗吠之惊,gǒu fèi zhī jīng,西汉·司马迁《史记·平津侯主父列传》今中国无狗吠之惊，而外累于远方之备。,0
狗吠之警,gǒu fèi zhī jǐng,《汉书·严助传》今方内无狗吠之警。,0
狗肺狼心,gǒu fèi láng xīn,昆曲《十五贯》第二场谋财害命拐女人，狗肺狼心！,0
狗苟蝇营,gǒu gǒu yíng yíng,唐·韩愈《送穷文》蝇营狗苟，驱去复返。,0
狗急跳墙,gǒu jí tiào qiáng,《敦煌变文集·燕子赋》人急烧香，狗急蓦墙。,2
狗马声色,gǒu mǎ shēng sè,宋·张孝祥《宣州新建御书阁记》谓虽极天下之贵，而退朝燕息，从容娱乐者，独在于是，狗马声色技巧之奉，不皇及也。,0
狗拿耗子,gǒu ná hào zǐ,清·文康《儿女英雄传》第三十四回你这孩子，才叫他娘的狗拿耗子呢！你又懂得几篇儿是几篇儿？,0
狗皮膏药,gǒu pí gāo yào,刘复《自序》再往下说，那就是信口开河，不如到庙会上卖狗皮膏药去！,0
狗屁不通,gǒu pì bù tōng,清·石玉昆《三侠五义》第35回柳老赖婚狼心推测，冯生联句狗屁不通。,0
狗偷鼠窃,gǒu tōu shǔ qiè,明·刘基《郁离子·千里马》君之门下，无非狗偷鼠窃、无赖之人也。,0
狗头军师,gǒu tóu jūn shī,清·张南庄《何典》第十回次日，又宣众鬼入朝，论功行赏；便封活死人为蓬头大将，地里鬼为狗头军师。,0
狗头鼠脑,gǒu tóu shǔ nǎo,《黑籍冤魂》第六回要说这林则徐，却不像那些狗头鼠脑的官员，要算我们中国的杰出人物。,0
狗尾貂续,gǒu wěi diāo xù,清·李渔《闲情偶寄·词曲·词采》尚有踊跃于前，懈弛于后，不得已而为狗尾貂续者亦有之。,0
狗尾续貂,gǒu wěi xù diāo,《晋书·赵王伦传》奴卒厮役亦加以爵位。每朝会，貂蝉盈坐，时人为之谚曰‘貂不足，狗尾续。’,0
狗心狗行,gǒu xīn gǒu xíng,元·无名氏《杀狗劝夫》第三折这等人玩的是狗气狗声，这等人使的是狗心狗行。,0
狗行狼心,gǒu xíng láng xīn,元·白朴《恼煞人》套曲恨冯魁，趋恩夺爱，狗行狼心，全然不怕天折挫。,0
狗续貂尾,gǒu xù diāo wěi,清·嬴宗季女《六月霜·张罗》杀人献媚，情甘狗续貂尾。,0
狗续侯冠,gǒu xù hòu guàn,清·感惺《断头台·党争》琶歌宫布，为后不若为娼；狗续侯冠，畏首还当畏尾。,0
狗续金貂,gǒu xù jīn diāo,清·筱波山人《爱国魂·勤王》嗟满座狗续金貂，则索要清海宇谁把狼烟扫？,0
狗血淋头,gǒu xuè lín tóu,明·施耐庵《水浒全传》第五十三回马知府道‘必然是个妖人！’教去取些法物来。牢子、节级将李逵捆翻，驱下厅前草地里，一个虞候掇一盆狗血没头一淋。,0
狗血喷头,gǒu xuè pēn tóu,明·兰陵笑笑生《金瓶梅词话》第六十四回一清早晨，吃他骂的狗血喷了头。,0
狗眼看人,gǒu yǎn kàn rén,无,0
狗仗官势,gǒu zhàng guān shì,茅盾《子夜》七哼！他妈的实力！不过狗仗官势！,0
狗仗人势,gǒu zhàng rén shì,明·李开元《宝剑记》第五出（丑白）他怕怎的？（净白）他怕我狗仗人势。,0
狗彘不如,gǒu zhì bù rú,清·吴璿《飞龙全传》第四十八回君有难，臣当不顾其身而救之，岂言退耶！直狗彘不如也！,0
狗彘不若,gǒu zhì bù ruò,《荀子·荣辱》人也，忧忘其身，内忘其亲，上忘其君，则是人也，而曾狗彘之不若也。,0
狗彘不食,gǒu zhì bù shí,东汉·班固《汉书·元后传》受人孤寄，乘便利时，夺取其国，不复顾恩义。人如此者，狗猪不食其余。,0
狗追耗子,gǒu zhuī hào zǐ,周立波《暴风雨》第一部九你狗追耗子，管啥闲事？,0
狗走狐淫,gǒu zǒu hú yín,无,0
苟安一隅,gǒu ān yī yú,清·钱彩《说岳全传》第五十九回方今奸臣弄权，专主和议；朝廷听信奸言，希图苟安一隅，无用兵之志。,0
苟合取容,gǒu hé qǔ ān,汉·司马迁《报任少卿书》四者无一遂，苟合取容，无所短长之效，可见于此矣。,0
苟且偷安,gǒu qiě tōu ān,宋·汪应辰《文定集·廷试策》承晏安太平之后，苟且偷安，昧于远图，政令日弛，法度日隳。,0
苟且偷生,gǒu qiě tōu shēng,《荀子·荣辱》今夫偷生浅知之属，曾比而不知也。,0
苟且之心,gǒu qiě zhī xīn,清·西周生《醒世姻缘传》第七十九回若论狄希陈的心里，见了小珍珠这个风流俊俏的模样……却实在安着一点苟且之心。,0
苟全性命,gǒu quán xìng mìng,三国·蜀·诸葛亮《出师表》苟全性命于乱世，不求闻达于诸侯。,0
苟延残喘,gǒu yán cán chuǎn,宋·欧阳修《与韩忠献王》遽来居颖，苟存残喘，承赐恤问，敢此勉述。明·马中锡《中山狼传》今日之事，何不使我得早处囊中，以苟延残喘乎？,0
苟延残息,gǒu yán cán xī,宋·朱熹《乞追还待制职名……》方敢冒昧，今虽苟延残息，终是不堪异日使令。,0
